metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2021-04-10,United States,Clothing & Accessories,13669526.677022,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-25,International,Remaining Categories,415357.144798,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-21,United States,"Business, Office & Industrial",7449331.827824,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-09,International,Remaining Categories,538498.712488,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-11,International,Parts & Accessories,22235700.616612,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-04,United States,Clothing & Accessories,12983486.599457,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-15,International,Collectibles & Art,6656021.240631,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-11,International,Remaining Categories,460107.588777,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-06,International,Consumer Electronics,4366241.727171,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-20,United States,Computers,6357814.649895,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-16,United States,Home & Garden,12341850.111556,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-30,International,"Business, Office & Industrial",6537789.011693,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-12,International,Cell Phones & Telecom,6168491.167339,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-18,International,Cell Phones & Telecom,5319438.323362,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-26,United States,Musical Instruments,2115386.596426,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-26,International,Parts & Accessories,20764780.084518,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-14,International,Tickets & Travel,297454.477562,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-25,International,Clothing & Accessories,13591766.291015,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-30,United States,"Books, Movies & Music",2680078.740947,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-08,International,Consumer Electronics,3408447.590204,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-27,United States,Parts & Accessories,16980429.292790,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-12,United States,Cell Phones & Telecom,4028657.010817,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-01,International,Musical Instruments,982918.783011,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-29,International,Remaining Categories,341337.133789,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-20,United States,Home & Garden,9722784.891860,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-25,International,Collectibles & Art,7698459.123631,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-20,International,Video Games,2062731.393817,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-16,United States,Photo,1666934.926700,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-28,International,Remaining Categories,419593.014989,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-12,International,Tickets & Travel,124617.449779,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-11,United States,Health & Beauty,3937339.978395,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-31,International,Computers,10291028.260689,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-21,United States,Computers,10184651.439593,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-05,United States,Clothing & Accessories,17749424.953049,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-06,United States,Home & Garden,8607080.556263,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-27,United States,Cell Phones & Telecom,4073093.056446,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-25,International,"Books, Movies & Music",3036693.935663,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-30,International,Video Games,2362955.948314,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-09,United States,Toys & Hobbies,4695463.842990,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-13,United States,Remaining Categories,1230733.641958,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-16,United States,Remaining Categories,634946.234109,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,International,"Books, Movies & Music",1991994.870323,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-16,International,Computers,8693613.372270,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-18,United States,"Business, Office & Industrial",6480529.465470,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-11,United States,Remaining Categories,225051.267900,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-07-26,International,Collectibles & Art,7087248.186593,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-14,United States,Sports,16125905.376447,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-19,International,Health & Beauty,5465495.075309,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-02,United States,Health & Beauty,3448488.072737,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-01,United States,Home & Garden,10557504.748556,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-28,United States,"Books, Movies & Music",2060143.839722,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-16,International,Tickets & Travel,246406.934453,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-25,International,Collectibles & Art,8541469.108209,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-02,International,Clothing & Accessories,15447796.811831,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-20,International,Collectibles & Art,8587311.827756,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-31,United States,Computers,7721896.143204,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-07,International,Video Games,7315590.866438,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-03,United States,Remaining Categories,412967.143483,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-07,International,Toys & Hobbies,5673085.413530,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-14,International,Clothing & Accessories,14314140.287067,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-20,United States,Consumer Electronics,3052943.246447,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-04,United States,Collectibles & Art,11163215.795080,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-04,United States,Consumer Electronics,3447660.971561,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-23,United States,Toys & Hobbies,5335749.550345,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-21,United States,Photo,1740613.569026,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-18,International,Sports,10187009.108407,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-31,United States,"Business, Office & Industrial",5788463.979289,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-29,United States,Clothing & Accessories,13882223.059063,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-02,International,Home & Garden,35867474.965452,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-20,United States,Clothing & Accessories,10492147.263030,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-09,International,Remaining Categories,257521.769775,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-09,United States,Toys & Hobbies,3855983.198302,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-24,United States,Health & Beauty,3566115.688328,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-13,International,Collectibles & Art,7322070.469360,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-27,International,"Books, Movies & Music",2417104.799755,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-23,International,Toys & Hobbies,7077391.991316,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-09,United States,Remaining Categories,309612.275136,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-13,United States,Sports,14200790.544342,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-02,International,Remaining Categories,469666.253598,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-05,International,"Books, Movies & Music",2456156.425370,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-04,United States,Computers,8894151.921246,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-25,United States,Collectibles & Art,10526037.654199,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-12,United States,Remaining Categories,412733.031891,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-08,International,Cell Phones & Telecom,5444235.971490,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-09,United States,Musical Instruments,1678650.045182,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-07,International,Toys & Hobbies,6344468.696957,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-07,International,"Books, Movies & Music",2573779.733721,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-13,International,"Business, Office & Industrial",7661080.110115,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-10,International,"Business, Office & Industrial",9009432.895020,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-19,International,Clothing & Accessories,15302907.176407,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-26,United States,Collectibles & Art,9586817.795083,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-12,International,Collectibles & Art,8523462.400814,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-09,International,Toys & Hobbies,9962169.142643,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-01,United States,Computers,6521784.397344,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-25,International,"Business, Office & Industrial",7240367.257434,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-19,United States,Clothing & Accessories,13988102.499206,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-26,United States,Musical Instruments,3239012.611762,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-02,International,"Business, Office & Industrial",8100291.553609,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-28,International,Consumer Electronics,4952966.104830,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-20,International,Sports,10330446.539208,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-24,International,Clothing & Accessories,15129010.734416,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-12,International,Remaining Categories,319044.690976,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-06,United States,Musical Instruments,2308389.208345,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-25,International,Cell Phones & Telecom,5511889.109342,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-29,International,Clothing & Accessories,12112412.301636,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-20,International,Video Games,2799841.293953,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-02,United States,Consumer Electronics,3973655.953664,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-17,United States,Clothing & Accessories,15858552.588021,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-01,International,Tickets & Travel,121875.062761,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-23,International,Home & Garden,24959386.781412,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-04,United States,Health & Beauty,3603422.244978,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-09,United States,Sports,12567982.897600,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-05,International,Remaining Categories,385615.269083,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-15,United States,Musical Instruments,2102211.116684,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-27,International,Computers,8785373.596964,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-12-16,United States,Musical Instruments,2336373.870581,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-13,United States,"Business, Office & Industrial",5247414.599612,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-12,International,Sports,11541164.503510,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-06,United States,Sports,13125888.368261,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-27,International,Sports,9739010.206456,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-18,International,Video Games,2428729.451822,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-11,United States,Collectibles & Art,8709628.860936,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-13,International,Musical Instruments,1448859.141512,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-18,United States,Remaining Categories,483900.927450,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-08,United States,Video Games,2364690.270141,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-08,International,Photo,2125949.603262,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-27,United States,Tickets & Travel,60865.465355,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-02,United States,Computers,6491000.369212,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-19,United States,Parts & Accessories,16930789.235723,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-06,United States,Clothing & Accessories,11555140.072257,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-05,United States,Cell Phones & Telecom,5875367.997356,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-10,International,Computers,7814988.428542,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-10,International,Tickets & Travel,210085.907435,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-10,International,Cell Phones & Telecom,4109346.998369,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-07,United States,Photo,1995794.235746,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-30,United States,Photo,1941326.674820,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-15,International,"Business, Office & Industrial",6755803.521568,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-24,United States,Sports,17631068.577319,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-02,United States,"Books, Movies & Music",2960254.391546,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-31,United States,Home & Garden,9541592.930049,2021-01-01,2021-03-31
